StudentID	subject	score
258122	SOC	81
256500	SOC	55
252665	Math	65.5
255921	SOC	69
254707	SOC	68.5
256738	ELA	65
257217	math	74
252124	math	87.5
252542	SOC	97.5
256484	Ela	77
253683	SOC	63
255155	Ela	93
256325	ela	88
256709	Math	64.693443777971
252998	Math	27
257377	ela	29
254202	soc	25.5
250145	Ela	41.5
258215	ELA	52.5
251255	ELA	26.5
251288	MATH	28
252559	Math	69
254003	soc	94
255304	ELA	73.5
256114	Math	67
253967	Soc	54.5
258115	ELA	58.5
255577	SOC	37
258126	ela	28
256284	Math	80.5
258153	ELA	86
258511	Soc	43
255587	Math	43.5
252627	ELA	43
256760	math	42.5
255717	soc	37
258765	ela	38.5
250058	math	38.5
252226	Ela	71.5
254877	ela	35
254980	soc	64.6473266794346
257660	ela	54
258811	ELA	86.5
256045	soc	27
256274	ELA	64.6473266794346
259906	MATH	80.5
253695	ela	65.4467492629774
258875	MATH	53.5
251357	Soc	41
257371	soc	58
255875	math	65.5
252361	ela	28
257525	soc	69
259184	Soc	65
259668	ela	64.5
254085	SOC	41
253742	ELA	45
252341	Ela	36
255059	ela	50
254520	Math	64.7016131659038
254468	ela	98
258195	soc	40.5
250467	ELA	55
251950	Ela	90.5
254341	Math	64.0355591694824
253018	Math	92.5
254613	Soc	82
251896	Math	29
256845	soc	64.6473266794346
251014	math	63
257706	Ela	64
258343	Math	82.5
255477	soc	44.5
258161	Ela	53.5
252382	ELA	39
251458	ELA	46.5
252148	ela	92
251625	soc	67.5
251306	soc	67
254863	Soc	64.7016131659038
252388	math	34
257594	soc	100
253047	ELA	74.5
254803	ela	43.5
252279	Math	94
255877	MATH	47.5
250528	ELA	73
250781	MATH	84.5
259768	ELA	98.5
253400	SOC	42.5
255378	MATH	37.5
259768	Ela	61.5
254272	Ela	79.5
254227	MATH	71
251581	Ela	39
254048	Math	65.6714702318422
253182	Soc	37.5
254845	math	96
259363	Math	79.5
257801	soc	57
259552	SOC	76.5
259461	Soc	50
255669	ELA	26
256558	ela	92
251378	ELA	69
255391	Math	88
253242	soc	26
252956	math	29
256864	ELA	28.5
259829	math	72
257087	Math	29
251111	ela	70
255896	Math	91
259272	math	29.5
252348	SOC	86.5
253335	math	28.5
255720	math	48
251370	math	67.5
257895	ELA	84
251541	Math	51.5
255571	Soc	51
256116	SOC	50.5
255734	Ela	63.5
250582	SOC	88.5
254287	SOC	80
253412	ela	64.6473266794346
252781	Ela	56.5
250226	math	73.5
251836	soc	49.5
254479	soc	36.5
252224	MATH	87.5
250377	ELA	77
258459	SOC	53.5
257213	Soc	97
254532	ELA	41.5
255853	Math	74
254373	ELA	65
258531	ela	74
259460	MATH	80.5
255949	ELA	57
255507	math	26
250871	SOC	50
252893	math	76.5
253048	ela	68.5
250022	ELA	50
251094	soc	28.5
255014	SOC	37.5
253588	ELA	88.5
258668	soc	42
258507	SOC	63.5
256328	MATH	54.5
255882	ELA	62
255100	ela	98.5
255966	MATH	91.5
250493	math	98.5
258585	Soc	87
253092	ELA	68.5
251259	Math	28.5
253032	ELA	64.8956618295051
259890	ela	84.5
256909	math	65.7656966941431
250884	soc	42.5
257716	math	45.5
257073	SOC	38.5
253711	Ela	55.5
251472	ELA	48.5
255849	Math	59
256237	Math	63.5
256436	soc	31
256018	ELA	89.5
257761	Ela	91.5
254544	math	69.5
252598	ela	64.0355591694824
253659	SOC	33
254877	ela	41
250046	ELA	65.5
256322	SOC	85.5
259504	math	68.5
254199	MATH	29
250497	math	78
252237	ELA	61.5
256456	math	25.5
251807	Soc	97
254430	MATH	64.6473266794346
259475	Ela	78
253844	ELA	97
259409	math	43
253717	SOC	69.5
250083	MATH	76
256256	ELA	27.5
254429	SOC	37
259593	Ela	90
256577	math	99.5
250661	Soc	65.7656966941431
250219	SOC	60.5
251203	ELA	88.5
253649	SOC	93
257167	SOC	51
251722	SOC	57.5
250362	SOC	31
252032	ela	97.5
257419	Soc	84
254322	soc	29.5
253139	Ela	49.5
259917	MATH	25.5
255282	soc	39
258060	Ela	65.7656966941431
252224	math	94
256392	ela	67
250012	Ela	88.5
259432	SOC	88.5
254186	math	69
259787	soc	68.5
254704	soc	64.8956618295051
251829	Soc	68.5
253966	SOC	35
257210	ela	50.5
250578	math	70
253133	SOC	41.5
250972	ELA	63
254293	soc	65
255673	math	88
256110	math	75
257448	soc	45
259834	ELA	37.5
255438	Ela	28.5
251387	ela	33
258753	MATH	76.5
258910	SOC	59
259692	Soc	43.5
254301	Math	72.5
253624	ela	72.5
254335	soc	64.1138002085499
255491	math	69.5
255086	Math	30.5
256817	Math	44.5
252246	Math	53
256413	SOC	73
252728	MATH	75
258590	Math	27
255804	MATH	95.5
254547	soc	37.5
252015	MATH	28.5
258697	ela	46.5
255051	soc	94
255070	Soc	39
250741	soc	67.5
251457	Math	33.5
254203	ELA	37
251313	math	65.7656966941431
259718	Math	63
254335	Ela	29.5
257420	math	59
255503	SOC	36
256582	Math	90
253999	Math	90
252328	ELA	52.5
253282	MATH	88
259975	Math	65
251824	ELA	64.6672652936541
252490	Math	28.5
255521	soc	47
254024	SOC	63.5
255926	soc	95
256263	SOC	38.5
252792	soc	65.6714702318422
258884	SOC	87
259463	Soc	82.5
256791	ela	62.5
258442	soc	37.5
253015	MATH	69
257513	Math	34.5
250446	MATH	90
255832	Ela	69.5
259861	ela	33
252350	Soc	81.5
255962	MATH	71
253545	SOC	80.5
255118	Soc	64.0355591694824
251605	Ela	79
253513	soc	77
251049	MATH	62
258252	ela	79.5
256397	soc	64
253347	Math	47
259206	ela	74
250167	ELA	93
252332	MATH	42.5
250162	Ela	78
252371	SOC	41
257498	Math	26
251192	Ela	87
254639	Ela	57
255812	Math	26.5
250732	math	56.5
259497	ela	81.5
257452	MATH	56.5
251389	Soc	33.5
252651	Soc	82
254743	Math	52.5
257945	Soc	69.5
258925	ela	53.5
253933	SOC	64.1138002085499
251072	Soc	55
252762	Soc	87
255152	Math	63
259167	SOC	43.5
254112	MATH	64.6672652936541
251329	SOC	46.5
257517	MATH	97.5
250523	ELA	37.5
253170	ELA	29.5
259272	Math	53.5
254958	SOC	30
255301	ELA	68
251772	SOC	95.5
256720	MATH	34
251120	MATH	83.5
259298	ELA	95.5
252144	Soc	88
255503	SOC	38.5
257977	Math	91
257506	ela	66
251999	Ela	26
252031	Ela	62.5
253892	Ela	43.5
254243	MATH	100
254441	math	53.5
257661	Math	46.5
251953	ELA	65.4467492629774
252111	ELA	96.5
251783	soc	77
254624	Ela	49
258790	ELA	57
255685	SOC	100
252042	ELA	67.5
259610	Soc	57.5
255061	soc	98
255825	Ela	96.5
256388	soc	99.5
259245	Math	91.5
259618	math	37.5
253009	Ela	84.5
259238	math	73
257546	SOC	37
257182	Math	82
255218	Ela	35
251485	Ela	66
250631	SOC	75.5
255059	Soc	46
255541	SOC	71.5
251942	Soc	89.5
256700	ela	43
259023	ELA	99.5
256001	soc	41.5
253812	Math	61
258723	soc	27
250462	Math	93.5
254058	MATH	49
250406	Soc	75
252956	Soc	61
257259	ela	99
254236	soc	64.693443777971
259835	SOC	72.5
256996	Math	91
250815	SOC	35.5
251154	ELA	45.5
257686	SOC	99
258115	ela	60
252696	ELA	46
252492	ela	28
258532	ela	27.5
256562	Ela	43
256731	math	26.5
256106	ELA	28.5
256723	ela	89
259082	MATH	50.5
254500	MATH	32
256521	SOC	84
259721	MATH	97.5
250143	ELA	65.5
251453	SOC	55
257018	Math	44.5
253334	Ela	77
251377	MATH	33.5
253480	ELA	64
250052	SOC	39.5
250316	SOC	40.5
258666	Ela	68
250455	SOC	30.5
257658	MATH	73.5
253113	ELA	65.7656966941431
259555	ela	65.4467492629774
250767	Soc	88
254932	Ela	32
257144	math	26.5
257380	ELA	96
258321	soc	34.5
259469	soc	31
252146	MATH	40
255261	MATH	49.5
252781	soc	83.5
257782	SOC	51.5
251050	ela	58.5
258740	math	48.5
250026	soc	56.5
250180	soc	54
253860	Ela	81
258260	ELA	79
253134	soc	25
253782	Soc	46
251132	math	41
257691	Soc	94.5
253033	MATH	62
258521	MATH	61.5
257630	SOC	80
255939	soc	38
259624	Math	60
254167	Soc	46
254503	MATH	95.5
255018	ela	77
258933	Ela	56
259518	ela	74.5
252264	Ela	90
258456	Math	42
254819	math	46.5
257321	Math	90
257661	Ela	46
252165	SOC	39.5
256922	soc	67.5
255047	Ela	52.5
250305	SOC	54
256673	SOC	96.5
259746	ela	51
252516	MATH	60.5
251604	Soc	64
251162	soc	59
254877	Math	91.5
251337	math	46.5
251628	soc	45.5
254938	Ela	25.5
255209	soc	64.0355591694824
253270	SOC	71
256426	MATH	98.5
259553	soc	93.5
257648	ELA	78
250082	Ela	85
257371	Math	99.5
251447	Math	87
257188	MATH	88.5
252631	Math	46
257323	math	25
253096	math	31.5
251645	SOC	97
259907	SOC	84.5
252262	Soc	37
252650	MATH	41.5
252759	math	73.5
250629	math	47
257242	SOC	33.5
250092	ela	36.5
259052	Math	45.5
255773	Soc	28
255252	Soc	67.5
256690	math	74
250770	Ela	56.5
250482	Ela	78
254122	SOC	41.5
254150	ela	47.5
251839	soc	80.5
252392	ELA	98
255685	SOC	64.5
256438	ela	86
257114	Soc	46.5
259112	ela	83
258184	MATH	29
257363	MATH	33
255646	SOC	64.6672652936541
252200	Math	35
257437	ELA	95
252493	SOC	90
253591	Math	69
250857	ela	30.5
251052	Ela	34
251822	ela	33
254628	SOC	73.5
256898	SOC	93.5
250557	Soc	35.5
252807	ela	86.5
250923	soc	77.5
255654	soc	94.5
258204	SOC	57.5
250289	Ela	46
254787	Soc	48
259986	ELA	51.5
252636	Soc	64.0355591694824
259860	Math	47
253332	MATH	79.5
252531	ela	44.5
257186	Math	58.5
258828	MATH	78
255323	ELA	56.5
258584	math	40
250381	Ela	37
258887	MATH	30.5
258742	MATH	72.5
255189	SOC	72.5
252839	SOC	26.5
250020	SOC	69.5
252165	MATH	66.5
254350	ELA	44.5
253843	Math	78.5
259508	ela	31
254529	ELA	44.5
258428	SOC	56
252148	soc	62
256216	Math	54.5
258565	math	45
251283	MATH	33
256147	ela	78
253295	math	65.7656966941431
251978	soc	35.5
253386	SOC	87.5
251813	soc	75.5
253992	Math	68.5
253901	math	83.5
254108	SOC	77
257533	ela	84.5
252776	Ela	26
252030	math	72.5
259827	soc	95.5
259828	SOC	64.5
257002	Math	64
254878	Ela	91
254994	soc	60.5
259362	MATH	27.5
253053	Math	83
257670	Ela	94.5
253424	Soc	64
259080	soc	59.5
251229	ela	80.5
254480	SOC	65
251858	Math	34
257550	ELA	39
254206	Ela	43.5
251228	Soc	31
258603	ela	95.5
250206	Math	47
256708	SOC	82
254211	Math	98
252544	MATH	52
258688	Ela	81
254845	MATH	30
254788	math	79
259895	ela	96.5
259177	ELA	68
255821	ELA	39
254715	ela	66.5
258060	ela	79
257243	soc	64.6672652936541
253351	SOC	42.5
252341	ELA	96.5
254184	math	58
253124	ela	95.5
251409	SOC	55.5
250065	Math	45
252577	MATH	88.5
259512	Math	77
250671	math	76.5
254938	MATH	29
255057	soc	39.5
256157	soc	64.693443777971
258204	soc	81.5
259297	MATH	38.5
256110	MATH	63.5
250476	ela	74.5
254263	Soc	31.5
256245	Ela	52.5
256908	math	47
259957	Math	64
256726	soc	69
254471	ela	66.5
253713	ela	50
252474	MATH	53
253214	SOC	64.6672652936541
251526	Math	67.5
257485	Ela	33
255188	Math	82.5
255531	Ela	74
253275	Soc	45
250714	ELA	39.5
255283	ELA	75.5
257438	MATH	35.5
257079	Ela	81.5
255688	MATH	62.5
255007	Math	91
252510	soc	80.5
256248	Soc	74
258820	Math	35
258297	SOC	91.5
251674	MATH	67.5
258145	SOC	48
252036	Math	72.5
253184	SOC	96
252548	MATH	77
251890	math	69
252490	MATH	30
254146	Ela	69.5
255403	ela	96.5
258678	ela	98
259071	SOC	39
258482	Ela	65.4467492629774
252644	SOC	34.5
255181	math	74
250827	MATH	65
258265	soc	71
252865	ELA	96.5
253579	math	91.5
255852	MATH	97.5
259382	soc	68
257007	MATH	44.5
253052	Math	90
256011	Soc	67.5
250032	ELA	65.7656966941431
252037	MATH	92
251636	ela	43.5
256071	math	60
258437	math	55
257084	Math	35
257367	ELA	61.5
257973	math	71
258768	ela	91
255125	Math	96.5
252182	math	97
253180	ela	49.5
250264	soc	96
257107	Soc	34
253673	ELA	94
253141	math	54.5
254260	math	63.5
255617	SOC	49
253515	soc	50.5
254592	MATH	89.5
258058	MATH	67.5
254451	SOC	85
252423	math	26.5
258426	SOC	59
259531	Ela	95
250318	math	31
252293	ELA	90.5
252998	MATH	64.1138002085499
254448	MATH	75.5
251794	math	77.5
259303	ELA	31
252700	MATH	52
255205	ELA	50.5
257582	Soc	80.5
253043	Soc	65.7656966941431
258141	math	89
250739	ela	68
253040	math	65.5
255897	ela	90
253683	Math	44.5
252514	soc	85.5
254895	Soc	49.5
255539	ela	36
258737	MATH	79.5
254581	Soc	69.5
257558	SOC	69.5
256418	ela	36
250808	SOC	92.5
255415	ela	68.5
253366	SOC	81.5
253622	math	48.5
251403	soc	47.5
253973	soc	33
258485	Soc	27
253724	soc	80
251385	math	29.5
251181	Ela	46
256040	soc	88
259871	MATH	38.5
259491	soc	61.5
253613	MATH	41.5
256773	ELA	32.5
253599	soc	84
252658	math	45.5
251390	Ela	43
257204	Soc	86
250512	ELA	35.5
251444	ELA	64.6672652936541
256560	Ela	45.5
250759	SOC	85
257072	math	79.5
251381	soc	84.5
256021	ela	65
251446	soc	68
257832	SOC	80.5
251873	math	52
250001	SOC	89
254066	Soc	81.5
257781	MATH	70.5
253904	ela	41.5
258514	Math	46.5
250743	ela	58.5
258073	soc	86
257346	MATH	86
251217	Math	64.693443777971
259613	soc	78
253161	Ela	72.5
251166	MATH	78.5
259555	soc	56.5
254459	Soc	39
255626	ELA	91.5
252134	Ela	82
255173	soc	49.5
256892	Soc	35
253405	Math	64
255653	ELA	48.5
257559	soc	90.5
259455	Soc	76
254502	MATH	52.5
252730	Soc	58
252724	ELA	62
252068	Math	73
253482	ela	73
259318	Ela	54.5
251858	ELA	37
254842	Math	35
258163	ELA	68
250784	Soc	38
253691	MATH	53
255323	math	37
254911	Soc	45.5
250546	Soc	51.5
250163	ela	71
257557	SOC	84
254913	SOC	64.6672652936541
256903	Soc	95
254828	MATH	72
254070	Math	62.5
251249	Soc	60
252113	Ela	26.5
250921	Soc	76
259116	ELA	29
257044	ELA	87.5
259636	MATH	69.5
257876	ELA	90.5
253990	Math	52
259616	math	65.4467492629774
250369	ELA	57
250364	Ela	83
258620	ela	44
251974	SOC	86
253522	ELA	90.5
255735	math	65
259561	Soc	38.5
258910	ELA	26.5
250058	ela	45
257318	ela	48.5
258981	math	82.5
256783	soc	47
250304	math	30.5
258556	soc	59
258813	soc	28.5
252151	ELA	83.5
259025	soc	62.5
254632	ELA	64
254245	Math	93.5
252756	Math	84.5
258340	Math	64.0355591694824
255466	Math	29
255496	Math	100
256555	ELA	28
259805	Ela	67.5
257022	Math	27
258870	Ela	64.0355591694824
254725	SOC	93
255235	MATH	53
256463	Math	57
252921	math	26.5
253994	Ela	47
259681	Soc	71.5
259407	Math	54
253386	ela	30
254722	SOC	53
259609	Ela	65.6714702318422
256128	ELA	65.7656966941431
256541	Math	74
257491	Soc	52
254575	SOC	57
258399	Soc	69
250014	ela	29.5
254060	Soc	74.5
257662	MATH	75
251139	soc	50
256233	math	81.5
259659	math	84
254528	Math	50
259394	Math	26.5
258037	SOC	45.5
256542	math	63.5
258488	MATH	93
255550	soc	68.5
256668	ela	63.5
255476	soc	36
251341	SOC	25.5
257950	soc	73
258433	ELA	81
255490	math	92.5
259452	math	44.5
254156	Ela	65.6714702318422
259291	Ela	63
258258	ELA	88.5
252357	SOC	93.5
250564	soc	35.5
259210	SOC	96.5
250358	Soc	76
258660	Soc	64.6473266794346
259295	math	93.5
252897	ela	45
259172	Soc	70.5
252350	ELA	69
257699	Ela	64.0355591694824
257141	MATH	51
252490	math	55
254173	SOC	90.5
256408	ela	59
258165	math	98.5
254228	SOC	53
253876	math	90.5
251354	ela	95
251719	Soc	28
256142	ela	82
254932	math	97
256812	Ela	71
259689	Ela	77
254502	ELA	98.5
253712	Soc	63
258573	MATH	37
255075	ela	50
254244	soc	28
255002	soc	92.5
257592	math	65.6714702318422
251413	ela	92
253910	Math	93
252305	math	81.5
256602	SOC	70
251792	Ela	73
253829	SOC	47
253593	ELA	30
258139	SOC	33.5
257964	Math	98
253627	ELA	87
256883	Ela	30.5
258146	Math	59
259388	Math	69.5
255715	ela	35.5
256659	math	68.5
253120	math	45
255981	Soc	84
258002	math	61
252979	Soc	64.8956618295051
254856	soc	51.5
257594	Math	54
254119	Ela	87
257718	SOC	46
250789	SOC	32.5
258005	SOC	39.5
251941	Ela	59
256368	soc	71
255543	Math	88.5
258900	Math	64.6473266794346
250040	SOC	38.5
250411	ELA	45
255591	math	30.5
250711	math	61
252545	MATH	55.5
253591	Soc	94.5
254839	ela	73
257473	SOC	84
254573	soc	59
258980	ela	38
258121	Ela	85.5
250349	Soc	58.5
254626	Soc	29
255677	ELA	30.5
256988	Ela	52.5
254429	Ela	68.5
258157	Ela	89.5
255652	math	51.5
251466	Math	48.5
251886	Ela	86
251191	MATH	89.5
255744	ELA	34.5
257205	math	78.5
258942	math	83.5
254989	MATH	48
251730	ela	45.5
253894	math	44.5
258425	soc	81
250613	Ela	64.6672652936541
258514	ELA	29
252979	soc	70
253232	soc	60
252475	Math	68
254340	ela	60
254082	SOC	72.5
253242	SOC	56
253192	Math	81.5
251618	SOC	64
255017	soc	88.5
257786	ela	79
254906	Soc	95
256210	math	32
253016	Math	94.5
250948	ELA	35
251879	SOC	48.5
251354	Math	92
256018	math	53.5
258676	Math	77
252268	ELA	73.5
250600	Ela	29.5
251432	MATH	74
258517	soc	52
259563	Math	65.6714702318422
257742	Ela	87
258443	SOC	87.5
258810	Math	86
254962	Soc	86
255706	ela	59.5
259839	soc	61
258139	Math	48
258076	math	25.5
253448	Math	78.5
254704	Soc	83.5
254166	ela	67
258452	math	84.5
254535	ELA	89
259323	Math	64.6672652936541
256004	math	58
250719	MATH	100
251590	SOC	95
252938	Soc	25
254627	Soc	35
257624	math	99.5
257513	soc	58.5
251196	math	33.5
253604	Math	49.5
254493	MATH	28
251392	Math	81.5
254778	math	25
253139	MATH	62
255247	SOC	40
251266	soc	93
250614	ela	76.5
255633	Soc	62.5
255992	Math	79.5
253848	soc	32
256205	Soc	43.5
250577	ela	33.5
257631	Ela	64.8956618295051
256035	Soc	28.5
252616	MATH	38.5
256224	Ela	85.5
258086	Math	92
255381	ela	31.5
255088	ELA	37
254388	ELA	43.5
253178	ELA	72.5
250140	ela	30
255365	ELA	78.5
257875	Ela	55.5
254208	ELA	83.5
258390	ela	33
256606	Ela	94.5
256710	ELA	60
254140	SOC	85
255439	ELA	35
258258	ela	65.6714702318422
258932	soc	62
256609	SOC	78
250504	math	92.5
258073	Ela	47.5
253201	soc	68.5
258376	soc	99.5
252740	ELA	97
259822	Math	41
250358	Soc	81
255766	ELA	88
257056	math	88
251697	Soc	37.5
259458	SOC	64.7016131659038
252388	math	88
257022	MATH	35.5
255593	SOC	75.5
250962	MATH	46
252496	ela	34
258338	Math	64.7016131659038
254157	math	47
250818	SOC	70
251197	MATH	29
250639	soc	50
251008	MATH	86.5
258057	MATH	74
251085	math	43.5
256406	Soc	83.5
251738	math	85
251156	Ela	44.5
257126	Soc	48
259804	math	65.5
258598	soc	79
251190	soc	81
253442	Math	65.6714702318422
253711	Ela	52
257186	math	88.5
257626	Math	77
256071	math	57
253345	ela	64.7016131659038
259403	ela	58.5
252964	ELA	47
254447	Soc	97.5
255260	Math	60
259972	Ela	37
251176	ELA	88
256967	soc	72.5
252766	SOC	98
259223	Soc	48.5
257866	MATH	34.5
258446	ELA	29.5
252212	Soc	37
253691	soc	25
251929	ELA	53
259005	math	56
258088	Ela	59
252323	ELA	84
254410	math	58.5
255985	soc	49.5
254925	Math	32.5
253944	Math	90
252619	soc	31
253278	MATH	42.5
254659	SOC	67
257154	MATH	88.5
255076	Math	39
256774	ELA	45.5
252260	ELA	38
250533	SOC	60.5
252006	soc	34.5
250071	soc	62
250688	Math	37.5
250419	Soc	39.5
254641	soc	83.5
253192	math	61.5
250967	ela	38.5
253456	SOC	83
254295	SOC	31.5
259247	Ela	58
255336	SOC	99
255636	math	97.5
254330	soc	84.5
256801	ELA	64
251433	ela	56.5
257711	soc	89
254004	Soc	82
255884	soc	76.5
251252	Ela	39.5
254799	math	75.5
251289	SOC	51
255030	ELA	64.7016131659038
252373	soc	89.5
253308	ela	41
252083	Soc	63
251055	Soc	64.6672652936541
251278	SOC	97.5
256526	Soc	93.5
257211	math	57.5
258233	soc	30
256252	Ela	99.5
253652	MATH	89.5
252130	soc	89.5
258297	Math	97
257959	ELA	85.5
257300	SOC	74.5
251170	math	29
251016	SOC	73.5
253157	SOC	89
250020	soc	60.5
257641	soc	54
255293	math	45
258496	Math	29.5
250849	math	59.5
250575	Math	53
258211	ELA	86
255961	soc	74
255122	ela	78
252789	MATH	90.5
258328	soc	72.5
258167	Math	65
257880	soc	27
252875	SOC	68
257577	Math	83.5
259596	Soc	50
259779	ELA	56.5
258953	ela	46
252226	Ela	66.5
251855	math	57.5
254033	math	43
257746	Math	75
250027	ELA	70
255036	ela	64.0355591694824
255376	ELA	66.5
255480	Math	44
252810	MATH	64
250763	ela	62
256173	soc	26
250491	ELA	50.5
250852	Soc	95.5
256729	Math	69.5
252190	MATH	98.5
251728	math	25.5
251051	Soc	72.5
258774	MATH	96
255757	Soc	50.5
255837	Soc	58.5
256725	soc	67.5
256631	soc	32.5
252953	SOC	29
250651	ela	78.5
251152	soc	58
255774	SOC	65.5
257090	ELA	98
256281	math	84
258477	ela	51
253171	Math	73
257920	ELA	100
250120	SOC	97
254797	math	90
259262	ELA	62
258201	Soc	65
258159	ela	48.5
253173	ELA	73
252930	math	81.5
255291	Soc	30
251914	soc	30.5
251322	Math	96.5
252049	math	64.0355591694824
253113	Soc	63
252629	Soc	74.5
256363	Math	65.7656966941431
254878	MATH	51
257170	Math	93
250479	Math	77.5
254254	SOC	83.5
258627	ELA	77
252488	MATH	65.4467492629774
257661	Math	98.5
259756	ELA	35
253418	SOC	27
250139	ela	87.5
258016	SOC	36
251926	ELA	53.5
259220	SOC	26.5
253471	math	84
250270	SOC	64.8956618295051
254590	SOC	50
253225	Soc	27
252624	math	54.5
255252	ELA	30
255477	soc	68.5
252758	Soc	47.5
252206	MATH	29.5
252502	ELA	75.5
252643	math	46
255161	Soc	51
251601	SOC	43
258291	SOC	86.5
250442	Soc	38
250239	Ela	49.5
257386	ELA	75
252738	MATH	77.5
251373	ELA	88.5
255870	Soc	65.5
256842	soc	63.5
252874	SOC	85
256794	Ela	32.5
250661	Soc	67
255534	MATH	60.5
258931	SOC	81
259324	SOC	70
251474	Soc	90
254595	MATH	86
255725	MATH	60
251525	SOC	70.5
254196	Soc	40
256726	SOC	92
251547	math	97
256070	math	73.5
257650	ela	70.5
256392	soc	28.5
256105	Ela	51.5
250361	soc	85.5
253660	math	77
258955	MATH	92.5
250866	Soc	30
252812	ELA	61.5
252096	soc	56.5
250087	Math	82
254530	ela	34.5
259512	soc	65.6714702318422
255796	MATH	83.5
256340	MATH	79
258519	MATH	81.5
257909	ela	64.5
252325	Ela	54
252064	SOC	49
255027	SOC	59
258701	SOC	35.5
253586	Ela	63
251067	soc	32
253516	Soc	77.5
250919	ELA	70.5
256595	SOC	74.5
251594	Math	70
256295	Soc	84.5
255269	ELA	49.5
256447	Math	89
255215	SOC	28
253882	ELA	70
255130	Ela	40
259956	soc	84.5
255619	Soc	49
251236	Soc	73
259140	MATH	90
252966	Soc	44
252513	SOC	79
253947	math	49
256367	ela	51.5
251992	math	65
253486	soc	87.5
254000	Soc	41
254892	ELA	45.5
257290	math	61
255471	Math	55.5
258778	math	64.6473266794346
256695	Ela	80
259128	ela	79
250192	SOC	93
254278	Soc	73
253938	math	65.6714702318422
252688	math	80
256288	ELA	26
258330	Ela	67
259353	SOC	75
251220	Soc	30
251776	MATH	86.5
251817	ela	51.5
256712	math	79.5
255446	Math	91.5
250490	Soc	64
252087	ela	90.5
250247	soc	93
254825	Ela	76
256829	ela	90.5
253184	Math	86.5
252970	ELA	66.5
251071	Ela	77.5
256512	MATH	30
251957	ELA	73.5
251922	ela	36
258578	Ela	25.5
259594	soc	65.7656966941431
251414	Ela	92
253735	Ela	47
252057	soc	61
257775	math	67.5
256717	Ela	78.5
258175	ELA	73.5
251236	soc	59.5
252682	ELA	34.5
256064	Math	65
256534	ELA	31.5
252170	ELA	82
252571	ELA	96
250183	MATH	69
250666	SOC	58.5
258850	Ela	85
252483	ela	69.5
254427	math	30.5
253699	MATH	32
252057	soc	42.5
256107	Soc	97
259577	SOC	76
251188	ela	47.5
255771	MATH	84.5
251776	Math	58.5
258786	SOC	34
251128	SOC	28.5
259737	ela	97.5
256468	Soc	62.5
253093	Math	74.5
253079	soc	37
251565	Ela	38.5
253880	Ela	63.5
259688	MATH	90.5
256803	ELA	65
255431	SOC	56.5
259055	SOC	90.5
252784	SOC	71.5
256656	MATH	97
252144	Soc	83.5
259596	SOC	53.5
253631	soc	73.5
254140	Ela	79
251372	Math	48.5
255413	Math	64.693443777971
256192	MATH	79
251448	soc	82
258584	Soc	86.5
255176	ela	34.5
253953	Ela	95.5
256723	ELA	55
250694	soc	44
250356	SOC	96
251704	Math	34
253211	SOC	47.5
259544	SOC	88
251733	soc	55.5
255971	Soc	26
252192	Math	35.5
251598	Soc	97
252963	Ela	67.5
258549	soc	89
254389	soc	79.5
252961	SOC	56.5
258670	ela	89.5
250275	ELA	31
252615	math	36.5
251709	Soc	32.5
252144	ela	92
252418	Ela	72
258367	ela	41.5
258584	soc	59
258998	Ela	85.5
259177	Soc	47.5
259658	Math	49.5
252026	ELA	28
252785	Ela	49
250518	SOC	73
254219	math	60
252694	ela	36.5
254649	Math	91
258972	math	64.7016131659038
250602	math	83.5
250150	ela	85
252424	SOC	68.5
256817	Ela	63
255463	Soc	59.5
250571	math	58.5
259847	Ela	38
257784	ELA	36
250446	Ela	54.5
258034	soc	35.5
259685	ela	44
253185	MATH	75.5
256785	Math	75
254978	soc	52.5
256024	MATH	59
250341	soc	34.5
259011	SOC	29.5
259393	ELA	59.5
257890	math	87
257761	SOC	32
256997	ela	65.6714702318422
256522	Ela	42
259744	ela	66.5
250943	Math	85.5
251462	MATH	87
251603	math	64.1138002085499
251981	Math	85
256767	SOC	72
253376	soc	63
259368	MATH	53
259820	ELA	40
258175	math	69.5
259089	math	80
251889	ELA	64.5
252583	Ela	83
251606	ela	25
257835	SOC	78.5
256644	ELA	42
250746	SOC	63
255970	math	25
258572	SOC	56
259729	SOC	60.5
257507	math	30
257638	soc	85.5
257768	ela	54
251927	MATH	65.5
251336	math	44.5
255585	Math	50.5
258380	ela	46.5
251606	SOC	98
255613	Math	26.5
251426	ELA	94.5
259831	SOC	65.4467492629774
258214	Math	88.5
250462	ELA	40.5
259730	Ela	81.5
253327	soc	64.0355591694824
253409	SOC	100
259886	Math	65.4467492629774
256397	Ela	32
254471	soc	64.693443777971
253146	soc	71
250941	SOC	100
255097	ELA	57
257665	Math	66.5
256503	math	70.5
259168	soc	26.5
255453	ELA	83
253707	math	44
251151	SOC	87.5
250384	soc	92.5
258066	math	67
250244	math	28.5
254874	MATH	85.5
253664	Ela	32
256506	MATH	72.5
258843	Soc	61
256571	Ela	93.5
259573	SOC	32
255045	Math	46.5
250681	ELA	64.7016131659038
257991	ELA	92.5
250726	Soc	87
258087	math	76.5
251947	Soc	66
253188	soc	57.5
257740	Soc	72
258667	SOC	60.5
256170	math	83
256649	SOC	79.5
